series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
EQ,125.49,128.48,125.46,124.46,126.2,126.43,127.25,196.8,120.1,"1,14,69,878","1,45,94,85,866.25","82,144"
EQ,474.85,501.5,474.5,469.7,495.0,493.8,493.17,804.9,439.6,"1,44,43,076","7,12,28,40,260.75","2,06,947"
EQ,322.0,333.0,322.0,321.4,325.85,325.1,328.32,828.0,305.65,"11,26,973","37,00,06,997.75","24,454"
EQ,415.00,430.75,400.10,410.25,430.75,430.75,420.83,"2,417.75",313.4,"7,33,541","30,86,98,876.90","15,055"
EQ,259.0,263.0,257.75,254.1,261.05,261.65,260.44,345.0,223.0,"1,15,90,755","3,01,86,81,587.30","95,035"
EQ,810.20,824.00,804.20,801.60,815.90,818.85,817.37,"1,097.00",708.7,"18,95,088","1,54,89,91,616.00","57,772"
EQ,378.0,385.1,377.9,376.55,382.95,382.85,382.97,543.55,361.25,"59,14,200","2,26,49,80,055.25","74,631"
EQ,321.0,323.05,318.4,319.1,319.45,319.6,320.19,448.45,296.85,"1,22,26,722","3,91,48,63,806.30","1,22,092"
EQ,169.0,173.85,167.33,168.01,169.95,170.34,170.66,663.0,124.25,"1,11,90,493","1,90,97,25,373.52","1,06,826"
EQ,987.05,"1,028.70",987.05,983.15,"1,018.00","1,017.80","1,009.79","2,174.10",870.25,"24,34,579","2,45,84,02,894.95","86,845"
EQ,96.15,98.47,95.85,95.6,96.48,96.42,97.13,170.5,88.16,"52,72,527","51,20,98,129.36","32,293"
EQ,510.95,515.75,503.05,506.35,504.25,505.4,509.45,895.85,432.0,"35,79,029","1,82,33,30,879.90","67,987"
EQ,317.0,320.25,313.4,317.0,313.5,314.4,316.83,506.0,275.25,"5,22,803","16,56,40,997.70","14,985"
EQ,309.5,319.15,309.0,307.95,317.15,317.5,315.26,384.2,253.4,"24,33,562","76,72,05,300.50","35,433"
EQ,342.1,349.65,340.1,333.7,343.0,342.9,344.78,594.8,318.7,"71,13,783","2,45,26,69,848.25","68,712"
EQ,366.45,375.0,362.5,362.05,366.5,366.2,369.38,494.85,338.4,"1,64,53,177","6,07,75,47,843.50","1,35,076"
EQ,494.0,500.0,488.05,493.8,492.8,494.2,494.17,804.9,439.6,"35,40,027","1,74,93,87,793.50","1,00,948"
EQ,55.91,56.38,54.55,55.9,54.96,54.92,55.26,86.04,35.5,"3,17,69,107","1,75,55,94,546.35","1,30,278"
EQ,319.0,319.4,309.05,317.5,311.3,310.5,312.76,384.2,253.4,"15,54,673","48,62,43,473.40","29,768"
EQ,128.05,128.22,125.32,126.43,126.13,126.02,126.74,196.8,120.1,"98,04,040","1,24,25,54,126.37","68,256"
EQ,"1,025.90","1,025.90",993.50,"1,017.80",995.40,997.60,"1,005.16","2,174.10",870.25,"10,97,383","1,10,30,49,780.20","49,227"
EQ,263.0,267.2,261.65,261.25,263.0,262.55,264.83,687.95,242.2,"1,40,58,587","3,72,31,29,390.35","1,15,358"
EQ,326.6,328.9,320.3,325.1,325.0,324.35,324.12,828.0,305.65,"8,24,521","26,72,43,854.90","16,832"
EQ,97.1,97.69,95.9,96.42,97.22,97.39,96.94,170.5,88.16,"73,49,816","71,24,67,083.79","29,047"
EQ,322.6,322.7,311.4,319.6,313.5,312.8,314.27,448.45,296.85,"1,33,84,442","4,20,63,03,796.95","1,55,640"
EQ,382.8,384.65,377.2,382.85,379.55,379.6,379.61,543.55,361.25,"46,52,107","1,76,59,78,481.30","67,077"
EQ,262.65,262.95,254.3,261.65,256.45,256.15,257.13,345.0,223.0,"1,23,27,998","3,16,98,51,668.30","1,10,610"
EQ,579.7,584.05,572.65,579.55,575.25,575.55,578.43,776.6,516.3,"2,49,646","14,44,03,353.60","12,922"
EQ,432.10,452.25,418.10,430.75,452.25,452.25,437.77,"2,417.75",313.4,"15,06,793","65,96,33,400.55","19,426"
EQ,170.61,173.75,169.31,170.34,170.19,170.45,171.41,663.0,124.25,"56,90,495","97,53,79,486.80","60,673"
EQ,509.4,511.35,501.45,505.4,503.6,503.45,505.19,895.85,432.0,"23,88,880","1,20,68,32,361.90","49,795"
EQ,80.0,80.84,77.25,79.53,77.75,77.61,78.81,118.4,72.15,"1,51,23,982","1,19,18,95,849.08","80,426"
EQ,348.6,349.15,340.6,342.9,342.9,343.1,345.62,594.8,318.7,"31,23,836","1,07,96,59,057.30","48,307"
EQ,227.0,227.2,217.55,223.63,220.2,220.19,221.15,311.8,193.0,"15,23,351","33,68,84,970.37","22,639"
EQ,822.40,826.10,806.20,818.85,809.50,809.35,813.47,"1,097.00",708.7,"10,73,064","87,29,09,625.20","32,205"
EQ,180.0,180.87,176.5,179.5,178.9,178.41,178.32,246.3,163.35,"1,49,63,364","2,66,83,10,050.31","93,390"
EQ,315.05,317.95,310.65,314.4,313.8,313.1,314.06,506.0,275.25,"3,79,132","11,90,71,361.50","11,154"
EQ,"1,273.70","1,288.00","1,270.35","1,278.20","1,283.00","1,281.55","1,279.27","3,217.60","1,201.50","99,56,001","12,73,63,85,821.45","2,17,888"
EQ,370.8,371.85,362.5,366.2,365.3,365.35,367.92,494.85,338.4,"75,62,113","2,78,22,29,242.00","81,970"
EQ,287.5,290.95,279.75,285.2,281.95,281.15,283.31,366.25,257.65,"2,14,18,561","6,06,80,61,182.60","1,64,226"
EQ,492.75,494.9,482.35,494.2,485.45,484.65,487.33,804.9,439.6,"24,31,783","1,18,50,71,260.90","48,705"
EQ,474.85,474.85,474.85,452.25,474.85,474.85,474.85,"2,417.75",313.4,"1,19,304","5,66,51,504.40","1,311"
EQ,310.1,317.95,309.55,310.5,315.8,315.45,314.06,384.2,253.4,"21,57,166","67,74,79,995.55","43,637"
EQ,313.5,319.25,312.1,312.8,316.85,316.95,316.43,448.45,296.85,"89,37,447","2,82,81,03,150.00","1,15,389"
EQ,365.55,372.8,363.85,365.35,367.05,367.1,368.42,494.85,338.4,"54,69,279","2,01,49,85,909.40","1,01,476"
EQ,379.5,383.0,376.0,379.6,378.75,378.25,379.49,543.55,361.25,"30,06,598","1,14,09,83,087.75","59,978"
EQ,313.65,313.95,306.6,313.1,307.7,308.4,308.87,506.0,275.25,"4,32,962","13,37,29,598.40","12,567"
EQ,273.1,281.9,270.0,281.15,278.35,278.15,276.18,366.25,257.65,"1,71,93,482","4,74,84,63,960.35","1,32,937"
EQ,999.90,"1,009.55",984.10,997.60,989.90,989.50,994.89,"2,174.10",870.25,"12,38,324","1,23,19,99,104.05","52,577"
EQ,809.95,848.70,809.95,809.35,842.80,844.55,836.12,"1,097.00",708.7,"69,93,440","5,84,73,87,886.50","1,23,708"
EQ,220.5,220.5,214.06,220.19,216.4,216.54,216.84,311.8,193.0,"10,55,395","22,88,48,709.58","19,989"
EQ,262.1,264.9,260.05,262.55,264.25,264.3,262.85,687.95,242.2,"65,57,480","1,72,36,65,077.25","69,015"
EQ,"1,276.15","1,283.70","1,262.00","1,281.55","1,266.50","1,266.70","1,270.98","3,217.60","1,201.50","87,64,283","11,13,92,40,963.05","1,74,531"
EQ,170.45,170.94,165.8,170.45,168.0,168.5,168.58,663.0,124.25,"43,10,152","72,66,11,951.69","61,154"
EQ,77.7,78.49,76.9,77.61,77.47,77.43,77.66,118.4,72.15,"1,09,78,567","85,26,15,696.88","44,396"
EQ,171.0,173.4,170.1,178.41,171.19,171.05,171.4,246.3,163.35,"1,24,18,542","2,12,85,33,737.34","86,117"
EQ,326.5,326.7,315.6,324.35,318.0,317.75,319.47,828.0,305.65,"7,22,756","23,08,97,784.25","15,516"
EQ,54.97,55.08,52.92,54.92,53.84,53.61,53.88,86.04,35.5,"3,88,21,987","2,09,16,01,516.77","1,73,865"
EQ,126.03,126.75,124.43,126.02,125.08,125.11,125.58,196.8,120.1,"88,92,600","1,11,67,58,631.48","63,225"
EQ,505.0,506.7,491.0,503.45,493.7,494.1,495.98,895.85,432.0,"43,85,362","2,17,50,48,762.50","94,617"
EQ,345.0,346.7,339.55,343.1,342.05,342.5,342.76,594.8,318.7,"17,12,683","58,70,46,307.30","34,770"
EQ,252.95,253.85,247.5,256.15,248.95,248.9,249.2,345.0,223.0,"1,00,98,454","2,51,64,89,133.30","1,26,570"
EQ,576.05,581.0,565.2,575.55,577.0,576.65,573.98,776.6,516.3,"3,07,338","17,64,06,168.25","13,786"
EQ,97.35,97.54,94.81,97.39,95.8,95.39,95.69,170.5,88.16,"65,59,395","62,76,73,769.29","29,752"
EQ,"1,264.50","1,266.50","1,245.55","1,266.70","1,254.65","1,253.65","1,251.52","3,217.60","1,201.50","69,70,972","8,72,42,86,360.55","1,73,316"
EQ,264.55,265.8,257.5,264.3,259.5,259.9,259.85,687.95,242.2,"80,52,376","2,09,24,47,007.15","79,319"
EQ,576.95,580.55,565.7,576.65,574.9,574.0,571.32,776.6,516.3,"5,26,944","30,10,52,628.40","16,433"
EQ,248.95,249.6,241.8,248.9,242.85,242.45,243.18,345.0,223.0,"75,82,536","1,84,39,54,415.90","1,03,544"
EQ,216.54,217.0,206.4,216.54,208.7,208.79,210.11,311.8,193.0,"10,42,205","21,89,81,396.79","24,597"
EQ,165.94,169.95,161.72,168.5,168.23,168.73,166.02,663.0,124.25,"59,04,317","98,02,07,301.15","76,128"
EQ,53.39,54.39,52.31,53.61,52.9,52.72,53.42,86.04,35.5,"3,11,70,558","1,66,52,29,863.60","1,07,553"
EQ,841.00,843.15,818.30,844.55,841.65,840.60,830.85,"1,097.00",708.7,"17,44,941","1,44,97,92,809.55","64,220"
EQ,495.0,499.0,488.1,494.1,490.2,491.4,492.29,895.85,432.0,"26,35,512","1,29,74,40,509.15","66,903"
EQ,343.0,344.0,335.05,342.5,338.45,338.3,337.93,594.8,318.7,"19,57,224","66,14,07,544.25","35,783"
EQ,318.0,321.45,306.5,317.75,312.0,313.55,311.49,828.0,305.65,"10,36,026","32,27,12,700.10","19,374"
EQ,308.0,309.25,293.55,308.4,294.6,294.4,297.77,452.95,275.25,"6,39,938","19,05,56,369.35","17,992"
EQ,996.00,998.95,950.05,989.50,954.90,954.05,964.00,"2,174.10",870.25,"15,27,205","1,47,22,28,695.95","67,315"
EQ,125.0,126.62,122.86,125.11,123.35,123.18,123.56,194.1,120.1,"1,27,73,729","1,57,83,57,192.18","93,295"
EQ,367.05,368.95,356.85,367.1,358.25,358.2,360.89,494.85,338.4,"51,24,415","1,84,93,46,857.35","1,45,598"
EQ,315.45,318.9,312.1,315.45,313.2,313.3,313.84,384.2,253.4,"17,08,591","53,62,30,272.75","50,326"
EQ,171.05,171.64,167.5,171.05,168.0,168.1,168.71,246.3,163.35,"1,15,46,697","1,94,80,66,063.74","75,398"
EQ,316.5,316.85,309.0,316.95,310.85,310.5,310.82,448.45,296.85,"68,06,132","2,11,54,50,419.05","1,09,359"
EQ,275.0,276.0,268.1,278.15,269.05,268.7,269.88,366.25,257.65,"1,67,09,670","4,50,95,50,225.15","1,33,404"
EQ,95.8,96.37,93.68,95.39,94.2,94.3,94.58,159.65,88.16,"46,67,772","44,14,67,201.26","27,105"
EQ,485.00,485.00,451.10,474.85,451.10,451.10,463.61,"2,210.00",313.4,"26,24,414","1,21,67,14,686.85","27,745"
EQ,483.6,485.0,474.0,484.65,474.35,476.9,479.48,804.9,439.6,"66,58,769","3,19,27,37,510.35","67,852"
EQ,377.0,379.85,369.0,378.25,370.9,370.5,371.51,543.55,361.25,"33,80,494","1,25,58,92,535.05","67,761"
EQ,76.0,78.86,74.91,77.43,76.29,76.17,76.36,118.4,72.15,"1,78,72,082","1,36,46,35,945.35","74,424"
EQ,965.00,985.90,938.05,954.05,942.50,946.20,964.55,"2,174.10",870.25,"37,70,394","3,63,67,47,837.75","1,22,937"
EQ,259.5,259.75,253.75,259.9,255.15,255.15,256.54,687.95,242.2,"68,19,100","1,74,93,82,577.15","59,039"
EQ,475.1,477.6,461.15,476.9,466.8,466.9,467.3,804.9,439.6,"32,13,487","1,50,16,51,309.90","49,817"
EQ,310.05,311.35,282.2,313.55,294.75,295.35,287.49,828.0,282.2,"65,93,070","1,89,54,60,641.60","40,238"
EQ,242.45,242.45,236.8,242.45,239.4,238.95,239.22,345.0,223.0,"67,11,630","1,60,55,89,037.10","65,873"
EQ,"1,264.55","1,264.55","1,230.10","1,253.65","1,237.55","1,234.85","1,244.26","3,217.60","1,201.50","88,59,714","11,02,37,57,522.95","2,40,683"
EQ,167.0,168.76,163.36,168.73,166.1,166.33,166.31,663.0,124.25,"56,73,023","94,34,54,435.74","66,750"
EQ,52.85,53.05,50.32,52.72,52.09,51.99,51.44,86.04,35.5,"4,94,71,491","2,54,48,47,178.38","1,65,533"
EQ,123.18,123.74,120.0,123.18,120.59,120.47,121.3,194.1,120.0,"1,45,32,810","1,76,28,68,975.01","1,03,327"
EQ,94.02,94.49,90.27,94.3,91.24,90.82,91.59,159.65,88.16,"59,25,094","54,26,81,980.27","39,803"
EQ,268.7,268.8,260.0,268.7,261.3,261.45,262.48,366.25,257.65,"2,20,83,955","5,79,66,41,612.40","1,53,679"
EQ,295.4,297.55,280.95,294.4,282.0,281.9,285.33,452.95,275.25,"7,06,553","20,16,03,713.45","22,931"
EQ,358.2,358.7,347.15,358.2,349.2,349.1,350.37,494.85,338.4,"46,20,826","1,61,89,90,495.70","68,965"
EQ,437.00,455.45,428.55,451.10,428.55,428.55,431.66,"2,210.00",313.4,"6,13,358","26,47,64,498.30","7,519"
EQ,312.35,312.35,304.15,310.5,305.6,305.6,307.48,448.45,296.85,"1,32,41,830","4,07,15,82,912.60","1,39,519"
EQ,313.3,314.65,297.6,313.3,303.9,302.1,302.6,384.2,253.4,"16,11,543","48,76,58,778.60","33,670"
EQ,835.00,851.00,827.65,840.60,830.60,834.50,836.53,"1,097.00",708.7,"28,51,850","2,38,56,58,776.85","73,325"
EQ,494.1,511.9,488.1,491.4,493.2,498.15,499.37,895.85,432.0,"1,20,16,587","6,00,07,61,098.20","2,01,919"
EQ,76.5,76.84,73.87,76.17,74.07,74.39,74.68,118.4,72.15,"1,43,32,035","1,07,02,70,687.97","69,911"
EQ,208.79,208.79,201.1,208.79,202.7,202.86,203.47,311.8,193.0,"10,66,147","21,69,28,280.36","27,813"
EQ,338.3,338.3,328.25,338.3,330.3,330.0,331.62,594.8,318.7,"15,62,978","51,83,07,280.75","29,042"
EQ,574.1,578.75,557.5,574.0,560.5,561.55,567.44,776.6,516.3,"6,95,228","39,45,02,177.15","24,681"
EQ,370.0,370.5,357.5,370.5,358.0,359.0,361.73,543.55,357.5,"68,03,431","2,46,10,11,152.15","1,14,025"
EQ,167.1,167.73,160.73,168.1,161.45,161.69,162.05,246.3,160.73,"1,95,20,499","3,16,32,06,925.11","1,44,550"
EQ,349.0,350.9,339.0,349.1,348.4,348.1,345.64,494.85,338.4,"78,35,524","2,70,82,60,622.05","1,23,890"
EQ,306.2,307.5,300.0,305.6,306.25,306.25,304.35,448.45,296.85,"76,16,083","2,31,79,37,903.85","1,06,318"
EQ,202.86,203.84,196.0,202.86,202.0,202.48,200.18,311.8,193.0,"14,19,428","28,41,46,529.64","41,668"
EQ,466.85,471.0,451.75,466.9,468.6,467.6,462.1,804.9,439.6,"27,82,225","1,28,56,67,108.70","50,161"
EQ,950.05,956.95,897.05,946.20,920.50,916.90,918.84,"2,174.10",870.25,"40,95,054","3,76,27,06,656.75","1,54,132"
EQ,255.15,256.8,249.05,255.15,255.45,255.6,253.99,687.95,242.2,"65,68,833","1,66,84,36,498.95","74,053"
EQ,561.45,564.95,527.55,561.55,559.0,559.45,547.83,776.6,516.3,"7,79,897","42,72,49,781.60","32,939"
EQ,74.02,74.6,71.0,74.39,74.21,74.1,73.03,118.4,71.0,"1,90,72,148","1,39,28,89,011.58","98,739"
EQ,825.00,835.00,801.35,834.50,829.00,829.35,822.73,"1,097.00",708.7,"46,96,962","3,86,43,10,062.10","1,27,315"
EQ,302.0,303.85,289.45,302.1,302.5,301.4,296.66,384.2,253.4,"18,98,823","56,33,02,874.50","41,752"
EQ,413.15,423.40,407.15,428.55,407.15,407.20,410.69,"2,210.00",313.4,"17,14,640","70,41,83,057.60","19,598"
EQ,89.81,90.69,86.25,90.82,90.45,90.19,88.92,159.65,86.25,"86,47,865","76,89,87,333.02","44,962"
EQ,259.5,262.1,254.0,261.45,257.4,257.05,257.22,366.25,254.0,"1,78,61,265","4,59,42,10,887.95","1,75,992"
EQ,51.99,52.99,49.05,51.99,52.49,52.4,51.27,86.04,35.5,"6,91,63,693","3,54,57,42,059.44","1,61,009"
EQ,160.1,161.15,155.51,161.69,160.1,159.76,158.82,246.3,155.51,"2,01,14,096","3,19,45,73,692.81","1,33,080"
EQ,330.0,330.3,318.65,330.0,327.0,323.95,324.48,594.8,318.65,"31,79,345","1,03,16,21,339.65","46,660"
EQ,239.0,241.25,234.15,238.95,238.5,237.4,237.35,345.0,223.0,"59,85,956","1,42,07,88,823.35","84,905"
EQ,500.35,504.9,482.45,498.15,500.95,501.75,496.73,895.85,432.0,"63,17,291","3,13,79,56,671.90","1,16,698"
EQ,284.0,285.8,267.65,281.9,282.0,282.25,278.59,452.95,267.65,"11,97,276","33,35,51,510.15","40,800"
EQ,359.9,361.8,351.55,359.0,360.85,360.35,357.4,543.55,351.55,"45,65,992","1,63,18,92,784.35","75,997"
EQ,120.69,121.2,117.28,120.47,120.85,120.42,119.43,194.1,117.28,"1,47,99,271","1,76,74,17,248.49","99,334"
EQ,"1,219.45","1,226.90","1,193.35","1,234.85","1,217.05","1,216.55","1,211.39","3,217.60","1,193.35","2,11,31,654","25,59,86,19,531.25","4,04,276"
EQ,167.0,177.54,164.05,166.33,175.6,175.74,173.2,663.0,124.25,"2,18,63,501","3,78,66,62,808.44","1,78,150"
EQ,294.0,298.6,272.2,295.35,287.6,288.1,285.66,828.0,272.2,"27,60,167","78,84,61,924.75","55,908"
EQ,328.0,333.8,319.2,323.95,320.25,320.15,324.95,594.8,318.65,"97,71,116","3,17,51,55,271.10","40,696"
EQ,159.35,164.79,159.35,159.76,162.25,162.33,162.82,246.3,155.51,"1,21,93,757","1,98,53,27,966.83","74,737"
EQ,121.0,122.0,119.95,120.42,120.05,120.08,120.96,194.1,117.28,"1,01,36,689","1,22,61,80,434.92","75,975"
EQ,468.0,480.05,465.3,467.6,467.1,467.65,472.54,804.9,439.6,"15,60,258","73,72,82,533.95","33,641"
EQ,257.25,261.35,256.1,257.05,259.1,259.15,259.54,366.25,254.0,"1,22,57,226","3,18,11,92,065.65","1,48,296"
EQ,927.05,945.95,908.05,916.90,909.90,913.75,930.74,"2,174.10",870.25,"24,74,769","2,30,33,70,945.25","78,553"
EQ,362.0,367.55,358.6,360.35,361.6,361.65,363.58,543.55,351.55,"37,12,240","1,34,96,83,005.60","79,651"
EQ,175.98,179.0,174.1,175.74,176.25,176.2,176.75,663.0,124.25,"61,26,439","1,08,28,24,401.74","56,030"
EQ,503.0,506.2,493.1,501.75,493.8,498.15,501.61,895.85,432.0,"35,08,204","1,75,97,52,040.60","69,082"
EQ,256.2,260.1,255.0,255.6,255.45,255.75,257.5,687.95,242.2,"55,14,711","1,42,00,21,019.50","70,192"
EQ,559.6,577.0,556.7,559.45,571.5,571.7,571.74,776.6,516.3,"5,78,879","33,09,70,083.00","19,542"
EQ,202.48,206.28,199.4,202.48,200.21,200.87,203.22,311.8,193.0,"7,54,007","15,32,26,672.91","21,923"
EQ,"1,217.05","1,228.00","1,212.00","1,216.55","1,216.20","1,216.10","1,219.60","3,217.60","1,193.35","85,11,216","10,38,02,76,762.25","2,66,249"
EQ,407.00,427.55,407.00,407.20,427.55,427.55,422.11,"2,210.00",313.4,"3,91,476","16,52,44,875.75","5,920"
EQ,72.9,76.25,72.8,74.1,75.35,75.3,75.21,118.4,71.0,"1,44,49,514","1,08,66,77,019.89","72,464"
EQ,825.10,854.00,825.10,829.35,840.20,840.50,844.27,"1,097.00",708.7,"15,84,072","1,33,73,89,175.25","51,897"
EQ,301.45,304.5,295.5,301.4,296.85,297.05,300.66,384.2,253.4,"12,86,715","38,68,65,693.60","30,714"
EQ,288.3,292.8,274.0,288.1,274.95,275.15,281.46,828.0,272.2,"26,63,852","74,97,65,767.95","65,739"
EQ,306.15,308.6,303.1,306.25,306.85,306.7,306.59,448.45,296.85,"90,86,906","2,78,59,41,954.50","1,11,729"
EQ,90.59,93.2,90.59,90.19,92.87,92.57,92.07,159.65,86.25,"77,28,469","71,15,85,321.42","27,818"
EQ,238.5,239.45,234.2,237.4,235.3,234.95,236.41,345.0,223.0,"1,00,79,210","2,38,28,67,966.70","1,27,133"
EQ,285.4,288.5,276.35,282.25,277.4,278.0,282.29,452.95,267.65,"7,39,207","20,86,73,606.50","23,391"
EQ,52.81,53.95,52.29,52.4,53.18,53.35,53.36,86.04,35.5,"4,16,07,228","2,22,01,36,879.13","1,04,725"
EQ,351.4,357.45,346.4,348.1,348.1,347.85,352.08,494.85,338.4,"58,16,040","2,04,77,03,310.00","62,389"
EQ,201.95,201.99,190.05,200.87,194.0,194.28,194.81,311.8,190.05,"9,32,163","18,15,92,949.75","31,293"
EQ,120.5,121.24,116.0,120.08,117.17,117.25,117.88,194.1,116.0,"1,23,51,973","1,45,59,98,510.61","1,13,217"
EQ,323.0,323.45,304.4,320.15,312.7,312.35,311.53,594.8,304.4,"95,25,190","2,96,73,36,357.80","61,178"
EQ,235.0,237.95,226.75,234.95,230.2,230.5,230.38,345.0,223.0,"80,65,352","1,85,80,80,354.25","92,892"
EQ,469.0,470.2,434.3,467.65,436.7,437.1,443.73,804.9,434.3,"38,85,358","1,72,40,46,629.95","77,855"
EQ,363.9,365.0,350.5,361.65,352.95,354.2,355.49,543.55,350.5,"44,64,446","1,58,70,43,712.60","1,01,906"
EQ,53.55,53.88,50.45,53.35,51.04,51.14,51.66,86.04,35.5,"4,59,83,899","2,37,56,77,468.21","1,41,836"
EQ,275.15,277.05,255.65,275.15,259.0,260.6,262.09,828.0,255.65,"39,04,855","1,02,34,33,321.60","64,373"
EQ,920.00,923.65,873.00,913.75,882.00,884.40,889.70,"2,174.10",870.25,"28,74,948","2,55,78,36,032.10","1,20,537"
EQ,176.24,178.58,168.83,176.2,171.3,171.93,174.16,663.0,124.25,"92,38,999","1,60,90,45,330.63","94,932"
EQ,92.55,93.4,88.58,92.57,89.24,89.75,90.72,159.65,86.25,"1,10,88,301","1,00,59,36,390.71","53,762"
EQ,256.4,258.6,247.45,255.75,251.15,251.0,251.38,687.95,242.2,"52,05,573","1,30,85,83,212.80","57,111"
EQ,573.5,574.4,540.7,571.7,546.55,551.8,553.39,776.6,516.3,"6,90,529","38,21,34,556.65","21,581"
EQ,"1,219.00","1,224.00","1,205.45","1,216.10","1,214.75","1,217.25","1,215.10","3,217.60","1,193.35","1,02,98,145","12,51,32,77,266.75","2,02,314"
EQ,844.00,858.00,814.45,840.50,835.00,833.30,831.16,"1,097.00",708.7,"31,27,767","2,59,96,89,614.70","88,735"
EQ,297.85,298.3,282.55,297.05,285.2,286.65,288.5,384.2,253.4,"23,58,850","68,05,16,546.15","39,019"
EQ,306.85,308.25,298.35,306.7,299.55,300.35,301.19,448.45,296.85,"74,46,248","2,24,27,07,307.45","1,07,575"
EQ,162.51,165.3,160.75,162.33,161.99,162.29,162.99,246.3,155.51,"1,84,49,659","3,00,71,13,510.65","1,39,344"
EQ,75.51,75.81,72.35,75.3,73.12,73.29,73.56,118.4,71.0,"1,11,30,111","81,87,11,607.02","79,190"
EQ,434.40,447.00,408.00,427.55,418.00,415.50,427.51,"2,210.00",313.4,"15,40,132","65,84,29,467.95","29,898"
EQ,260.4,261.5,254.75,259.15,256.5,257.35,257.25,366.25,254.0,"1,13,39,563","2,91,70,49,690.70","1,17,604"
EQ,500.5,501.5,484.05,498.15,487.0,488.65,489.91,895.85,432.0,"32,92,927","1,61,32,29,133.50","75,350"
EQ,280.2,282.0,265.05,278.0,267.0,269.7,271.05,452.95,265.05,"8,88,943","24,09,45,680.75","28,485"
EQ,349.05,351.15,332.0,347.85,336.85,337.15,339.46,494.85,332.0,"85,76,754","2,91,14,34,962.65","1,23,263"
EQ,312.65,320.4,303.25,312.35,320.0,318.1,312.93,594.8,303.25,"45,91,304","1,43,67,70,972.70","71,590"
EQ,89.0,90.74,86.6,89.75,88.76,88.62,88.95,159.65,86.25,"91,03,990","80,98,18,550.94","52,859"
EQ,"1,211.10","1,227.50","1,204.50","1,217.25","1,225.45","1,224.90","1,219.62","3,217.60","1,193.35","81,66,683","9,96,02,41,446.85","2,20,670"
EQ,554.0,558.9,530.5,551.8,556.2,557.1,545.57,776.6,516.3,"14,77,783","80,62,27,314.50","46,881"
EQ,286.65,290.5,280.25,286.65,284.75,284.9,286.26,384.2,253.4,"22,44,944","64,26,43,246.45","54,472"
EQ,354.2,362.0,349.25,354.2,360.1,360.1,357.02,543.55,349.25,"60,17,586","2,14,84,00,197.60","96,949"
EQ,878.95,900.85,840.45,884.40,896.00,890.35,865.20,"2,174.10",840.45,"43,43,277","3,75,78,06,392.65","1,56,736"
EQ,825.00,841.95,813.35,833.30,840.00,837.65,833.30,"1,097.00",723.35,"30,00,527","2,50,03,41,273.85","62,272"
EQ,258.9,272.6,253.55,260.6,264.7,264.15,263.72,828.0,253.55,"30,16,638","79,55,40,617.55","42,652"
EQ,251.0,253.55,246.35,251.0,252.9,252.3,250.43,687.0,242.2,"58,99,597","1,47,74,65,574.25","58,218"
EQ,230.2,234.3,225.05,230.5,234.0,233.65,231.52,345.0,223.0,"66,92,422","1,54,94,06,060.80","89,245"
EQ,72.5,73.6,71.1,73.29,73.07,73.21,72.52,118.4,71.0,"1,26,67,923","91,86,39,867.30","78,077"
EQ,193.46,214.8,186.03,194.28,210.15,208.2,202.15,311.8,186.03,"48,89,004","98,83,24,068.11","1,03,628"
EQ,412.90,417.00,394.75,415.50,394.75,395.70,401.72,"2,109.15",313.4,"9,24,350","37,13,31,855.70","23,936"
EQ,51.0,51.69,49.5,51.14,51.49,51.42,50.54,86.04,35.5,"4,67,42,293","2,36,23,21,617.01","1,59,791"
EQ,117.25,118.8,114.4,117.25,118.65,118.45,117.07,190.9,114.4,"1,25,18,983","1,46,56,54,014.34","89,388"
EQ,337.1,338.5,326.35,337.15,337.4,337.2,333.05,494.85,326.35,"72,17,327","2,40,37,59,732.60","1,03,306"
EQ,256.9,264.0,252.2,257.35,263.1,263.2,260.24,366.25,252.2,"83,32,653","2,16,84,77,401.60","1,00,568"
EQ,297.5,303.2,292.8,300.35,302.2,302.35,299.76,448.45,292.8,"64,64,173","1,93,77,03,557.25","1,07,733"
EQ,267.5,268.45,257.3,269.7,264.95,262.8,262.35,452.95,257.3,"11,39,578","29,89,68,945.40","39,316"
EQ,168.99,175.25,167.2,171.93,169.8,170.79,171.23,663.0,124.25,"40,14,561","68,73,95,469.72","72,544"
EQ,160.31,161.42,157.76,162.29,160.2,160.17,159.45,246.3,155.51,"1,41,24,277","2,25,20,77,588.92","1,18,643"
EQ,436.05,437.1,418.75,437.1,431.0,431.5,427.0,804.9,418.75,"68,97,917","2,94,53,98,430.85","1,93,986"
EQ,480.6,494.9,472.15,488.65,491.0,490.25,486.25,895.85,432.0,"38,62,418","1,87,81,10,228.30","88,453"
EQ,264.2,265.8,251.5,264.15,254.2,255.8,255.95,828.0,251.5,"21,73,109","55,62,00,965.75","46,289"
EQ,207.03,233.39,200.05,208.2,225.5,226.87,218.92,311.8,186.03,"1,29,19,647","2,82,83,70,372.62","1,75,376"
EQ,337.2,340.8,329.65,337.2,338.9,339.6,334.45,494.85,326.35,"65,38,131","2,18,66,52,886.95","84,418"
EQ,160.17,164.75,157.6,160.17,163.7,164.07,161.29,246.3,155.51,"1,35,91,407","2,19,21,27,044.50","1,03,971"
